usg_category,usg_sector,year,flow_stage,amount_usd,amount_usd_constant,source,source_url,retrieved_at
Humanitarian Assistance,Disaster Readiness,2016,disbursement,1755309.0,2232421.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,Disaster Readiness,2017,commitment,1709336.0,2137867.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,Disaster Readiness,2017,disbursement,1478249.0,1848844.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,Disaster Readiness,2018,commitment,1860462.0,2276343.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,Disaster Readiness,2018,disbursement,994456.0,1216751.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,Disaster Readiness,2019,commitment,16970387.0,20390878.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,Disaster Readiness,2019,disbursement,2707437.0,3253138.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,Disaster Readiness,2020,commitment,5278747.0,6261504.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,Disaster Readiness,2020,disbursement,4317370.0,5121138.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,Disaster Readiness,2021,commitment,2103110.0,2412067.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,Disaster Readiness,2021,disbursement,10630166.0,12191790.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,Disaster Readiness,2022,commitment,9593375.0,10276151.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,Disaster Readiness,2022,disbursement,13955487.0,14948717.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,Disaster Readiness,2023,commitment,5279210.0,5408508.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,Disaster Readiness,2023,disbursement,9275685.0,9502869.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,Disaster Readiness,2024,commitment,4915112.0,4915112.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,Disaster Readiness,2024,disbursement,2100051.0,2100051.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,Disaster Readiness,2025,commitment,5408.0,5281.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,Disaster Readiness,2025,disbursement,1713910.0,1673627.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,Humanitarian Assistance - General,2015,commitment,21102000.0,27052349.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,Humanitarian Assistance - General,2015,disbursement,9706000.0,12442901.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,Humanitarian Assistance - General,2016,commitment,-45000.0,-57232.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,Humanitarian Assistance - General,2016,disbursement,11301000.0,14372748.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,Humanitarian Assistance - General,2018,disbursement,50000.0,61177.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2001,commitment,9499825.0,15976103.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2001,disbursement,3800063.0,6390666.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2002,commitment,3971761.0,6575962.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2002,disbursement,3709860.0,6142336.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2003,commitment,3517845.0,5714728.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2003,disbursement,2110502.0,3428506.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2004,commitment,3734683.0,5922359.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2004,disbursement,2660470.0,4218904.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2005,commitment,4549161.0,7000903.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2005,disbursement,4339312.0,6677954.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2006,commitment,7192820.0,10721083.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2006,disbursement,5061190.0,7543832.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2007,commitment,13729386.0,19915730.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2007,disbursement,10426151.0,15124079.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2008,commitment,37944766.0,53922867.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2008,disbursement,25296828.0,35949028.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2009,commitment,21036160.0,29591641.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2009,disbursement,19228158.0,27048324.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2010,commitment,12912677.0,18008348.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2010,disbursement,7716509.0,10761637.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2011,commitment,20190417.0,27604013.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2011,disbursement,16030492.0,21916632.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2012,commitment,15207373.0,20420722.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2012,disbursement,7225044.0,9701911.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2013,commitment,10589258.0,13966030.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2013,disbursement,2471966.0,3260243.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2014,commitment,6883570.0,8915992.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2014,disbursement,1918267.0,2484647.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2015,commitment,47877093.0,61377485.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2015,disbursement,19719104.0,25279499.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2016,commitment,5561040.0,7072596.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2016,disbursement,19520139.0,24825952.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2017,commitment,2646126.0,3309512.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2017,disbursement,4311693.0,5392635.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2018,commitment,771372.0,943797.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2018,disbursement,5076329.0,6211084.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2019,commitment,1403494.0,1686378.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2019,disbursement,1020271.0,1225910.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2020,commitment,5799496.0,6879200.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2020,disbursement,599955.0,711651.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2021,commitment,431130.0,494465.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2021,disbursement,4353823.0,4993422.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2022,commitment,90623.0,97071.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2022,disbursement,273915.0,293407.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2023,commitment,-171332.0,-175528.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2023,disbursement,82606.0,84626.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2024,commitment,14574.0,14574.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2024,disbursement,10752.0,10752.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2025,commitment,124210.0,121293.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2025,disbursement,36986.0,36118.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2026,commitment,-42731.0,-40877.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Humanitarian Assistance,"Protection, Assistance and Solutions",2026,disbursement,11853.0,11339.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Multi-sector,International Contributions,2012,commitment,386656.0,519209.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Multi-sector,International Contributions,2012,disbursement,203631.0,273440.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Multi-sector,Multi-sector - Unspecified,2015,commitment,42000.0,53843.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Multi-sector,Multi-sector - Unspecified,2015,disbursement,99080.0,127019.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Multi-sector,Multi-sector - Unspecified,2016,commitment,-15007.0,-19087.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Multi-sector,Multi-sector - Unspecified,2016,disbursement,339.0,431.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Multi-sector,Multi-sector - Unspecified,2017,commitment,50000.0,62535.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Multi-sector,Multi-sector - Unspecified,2017,disbursement,45000.0,56282.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Multi-sector,Multi-sector - Unspecified,2019,disbursement,58000.0,69690.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Multi-sector,Multi-sector - Unspecified,2020,disbursement,14500.0,17199.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Multi-sector,Multi-sector - Unspecified,2022,disbursement,1200.0,1285.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Combating Weapons of Mass Destruction (WMD),2009,commitment,71870.0,101100.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Combating Weapons of Mass Destruction (WMD),2009,disbursement,154950.0,217969.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Combating Weapons of Mass Destruction (WMD),2010,commitment,355091.0,495219.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Combating Weapons of Mass Destruction (WMD),2010,disbursement,390466.0,544554.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Combating Weapons of Mass Destruction (WMD),2011,commitment,318000.0,434765.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Combating Weapons of Mass Destruction (WMD),2011,disbursement,236661.0,323559.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Combating Weapons of Mass Destruction (WMD),2012,commitment,389009.0,522368.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Combating Weapons of Mass Destruction (WMD),2012,disbursement,406566.0,545944.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Combating Weapons of Mass Destruction (WMD),2013,commitment,766828.0,1011359.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Combating Weapons of Mass Destruction (WMD),2013,disbursement,447966.0,590818.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Combating Weapons of Mass Destruction (WMD),2014,commitment,498715.0,645964.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Combating Weapons of Mass Destruction (WMD),2014,disbursement,259297.0,335857.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Combating Weapons of Mass Destruction (WMD),2019,commitment,111946.0,134510.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Combating Weapons of Mass Destruction (WMD),2019,disbursement,1195.0,1436.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Combating Weapons of Mass Destruction (WMD),2020,disbursement,99946.0,118553.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Conflict Mitigation and Reconciliation,2004,commitment,16120.0,25562.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Conflict Mitigation and Reconciliation,2004,disbursement,14263.0,22615.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Conflict Mitigation and Reconciliation,2005,commitment,512625.0,788902.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Conflict Mitigation and Reconciliation,2005,disbursement,2000.0,3078.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Conflict Mitigation and Reconciliation,2006,commitment,3313262.0,4938504.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Conflict Mitigation and Reconciliation,2006,disbursement,799730.0,1192017.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Conflict Mitigation and Reconciliation,2007,commitment,12568902.0,18232345.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Conflict Mitigation and Reconciliation,2007,disbursement,7707766.0,11180822.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Conflict Mitigation and Reconciliation,2008,commitment,9786676.0,13907728.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Conflict Mitigation and Reconciliation,2008,disbursement,7927260.0,11265338.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Conflict Mitigation and Reconciliation,2009,commitment,14659840.0,20622049.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Conflict Mitigation and Reconciliation,2009,disbursement,9257146.0,13022055.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Conflict Mitigation and Reconciliation,2010,commitment,4054594.0,5654640.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Conflict Mitigation and Reconciliation,2010,disbursement,12818804.0,17877428.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Conflict Mitigation and Reconciliation,2011,commitment,2251223.0,3077836.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Conflict Mitigation and Reconciliation,2011,disbursement,6167977.0,8432764.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Conflict Mitigation and Reconciliation,2012,commitment,698445.0,937885.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Conflict Mitigation and Reconciliation,2012,disbursement,1305256.0,1752718.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Conflict Mitigation and Reconciliation,2013,commitment,13808810.0,18212254.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Conflict Mitigation and Reconciliation,2013,disbursement,3512295.0,4632322.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Conflict Mitigation and Reconciliation,2014,commitment,1010181.0,1308443.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Conflict Mitigation and Reconciliation,2014,disbursement,6066875.0,7858156.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Conflict Mitigation and Reconciliation,2015,commitment,5908790.0,7574952.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Conflict Mitigation and Reconciliation,2015,disbursement,6662030.0,8540586.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Conflict Mitigation and Reconciliation,2016,commitment,100717.0,128093.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Conflict Mitigation and Reconciliation,2016,disbursement,3655088.0,4648589.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Conflict Mitigation and Reconciliation,2017,commitment,0.0,1.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Conflict Mitigation and Reconciliation,2017,disbursement,1097807.0,1373020.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Conflict Mitigation and Reconciliation,2018,commitment,-75678.0,-92595.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Conflict Mitigation and Reconciliation,2018,disbursement,692062.0,846766.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Conflict Mitigation and Reconciliation,2019,commitment,534345.0,642044.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Conflict Mitigation and Reconciliation,2019,disbursement,158552.0,190509.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Conflict Mitigation and Reconciliation,2020,commitment,541334.0,642116.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Conflict Mitigation and Reconciliation,2020,disbursement,192971.0,228898.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Conflict Mitigation and Reconciliation,2021,commitment,-93.0,-106.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Conflict Mitigation and Reconciliation,2021,disbursement,869457.0,997184.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Counter-Terrorism,2005,commitment,2771000.0,4264415.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Counter-Terrorism,2005,disbursement,2771000.0,4264415.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Counter-Terrorism,2006,commitment,253321.0,377581.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Counter-Terrorism,2006,disbursement,225056.0,335452.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Counter-Terrorism,2007,commitment,739684.0,1072979.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Counter-Terrorism,2007,disbursement,657482.0,953738.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Counter-Terrorism,2009,commitment,988673.0,1390769.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Counter-Terrorism,2009,disbursement,548184.0,771132.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Counter-Terrorism,2010,commitment,80367.0,112082.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Counter-Terrorism,2010,disbursement,17379.0,24237.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Counter-Terrorism,2011,commitment,1128780.0,1543250.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Counter-Terrorism,2011,disbursement,808380.0,1105204.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Counter-Terrorism,2012,commitment,1137560.0,1527535.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Counter-Terrorism,2012,disbursement,591543.0,794335.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Counter-Terrorism,2013,commitment,764653.0,1008490.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Counter-Terrorism,2013,disbursement,905361.0,1194068.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Counter-Terrorism,2014,commitment,632456.0,819193.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Counter-Terrorism,2014,disbursement,578119.0,748813.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Counter-Terrorism,2015,commitment,826667.0,1059773.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Counter-Terrorism,2015,disbursement,718900.0,921615.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Counter-Terrorism,2016,commitment,1009897.0,1284400.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Counter-Terrorism,2016,disbursement,749969.0,953820.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Counter-Terrorism,2017,commitment,544283.0,680736.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Counter-Terrorism,2017,disbursement,653969.0,817921.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Counter-Terrorism,2018,disbursement,76278.0,93329.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Counter-Terrorism,2019,commitment,-12402.0,-14902.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Counter-Terrorism,2019,disbursement,991.0,1190.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Counter-Terrorism,2020,commitment,-140531.0,-166693.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Counter-Terrorism,2021,commitment,-34412.0,-39468.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Counter-Terrorism,2021,disbursement,-34412.0,-39468.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Counter-Terrorism,2023,commitment,-262650.0,-269082.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Peace and Security - General,2013,commitment,600133.0,791506.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Peace and Security - General,2013,disbursement,600133.0,791506.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Peace and Security - General,2014,commitment,283602.0,367338.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Peace and Security - General,2014,disbursement,283602.0,367338.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Peace and Security - General,2016,commitment,50829.0,64645.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Peace and Security - General,2016,disbursement,45140.0,57410.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Peace and Security - General,2017,commitment,24524.0,30672.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Peace and Security - General,2018,commitment,249750.0,305578.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Peace and Security - General,2019,commitment,249251.0,299490.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Peace and Security - General,2019,disbursement,489508.0,588172.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Peace and Security - General,2020,commitment,42000.0,49819.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Peace and Security - General,2020,disbursement,42000.0,49819.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2001,commitment,834000.0,1402560.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2001,disbursement,834000.0,1402560.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2002,commitment,14377000.0,23803699.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2002,disbursement,14377000.0,23803699.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Peace and Security,Stabilization Operations and Security Sector Reform,2003,commitment,4220309.0,6855878.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
